,Query,GWAS Trait,RS Number,Position (GRCh38),Alleles,R2,D',Risk Allele,Effect Size (95% CI),Beta or OR,P-value,{
8,rs12976908,Conversion from active surveillance to active treatment in prostate cancer,rs17878533,chr19:18062031,"A=0.6, G=0.4",1.0,1.0,0.651,1.2,1.12-1.28,5e-07,
9,rs1465835,Height,rs1004215,chr2:230896819,"C=0.708, T=0.292",0.8307878624772926,1.0,0.2974,0.0056,0.0042-0.007,1e-16,
10,rs7973300,Killer cell lectin-like receptor subfamily B member 1 levels,rs4763630,chr12:9588904,"A=0.58, G=0.42",0.94007123894657,0.9834843708957184,0.59,0.313,0.29-0.34,2.999999999999999e-125,
11,rs7973300,Serum levels of protein KLRB1,rs10771925,chr12:9600134,"C=0.405, T=0.595",0.8487490239712936,0.9656702156702156,0.3696,0.20432899999999998,0.17-0.24,8e-27,
12,rs12662618,Eosinophil percentage of granulocytes,rs12662618,chr6:29832434,"C=0.113, T=0.887",1.0,1.0,0.1015,0.05062162,0.039-0.062,1e-17,
13,rs12662618,Eosinophil percentage of white cells,rs12662618,chr6:29832434,"C=0.113, T=0.887",1.0,1.0,0.1014,0.04778197,0.036-0.059,5e-16,
14,rs12662618,Neutrophil percentage of granulocytes,rs12662618,chr6:29832434,"C=0.113, T=0.887",1.0,1.0,0.1014,0.04632551,0.035-0.058,5e-15,
15,rs117412069,Serum total protein level,rs56324271,chr17:16861469,"A=0.732, G=0.268",0.9304493827160494,1.0,NR,0.0246,0.019-0.03,5e-18,
16,rs117412069,Non-albumin protein levels,rs56324271,chr17:16861469,"A=0.732, G=0.268",0.9304493827160494,1.0,NR,0.0378,0.032-0.043,1e-40,
17,rs56380902,Childhood asthma with severe exacerbations,rs907091,chr17:39765489,"C=0.511, T=0.489",0.8955219857051758,0.9519831988926544,NR,0.4839,0.43-0.54,1.9999999999999996e-63,
18,rs56380902,Asthma and cardiovascular disease,rs907091,chr17:39765489,"C=0.511, T=0.489",0.8955219857051758,0.9519831988926544,NR,,,2e-37,
19,rs56380902,Primary biliary cirrhosis,rs907091,chr17:39765489,"C=0.511, T=0.489",0.8955219857051758,0.9519831988926544,NR,1.29,1.19-1.41,4e-09,
20,rs56380902,Liver enzyme levels (gamma-glutamyl transferase),rs907091,chr17:39765489,"C=0.511, T=0.489",0.8955219857051758,0.9519831988926544,0.514323,0.00342225,0.0024-0.0044,1e-10,
21,rs56380902,Atopic march,rs10445308,chr17:39781794,"C=0.517, T=0.483",0.8095926294674815,0.9456374444028764,0.529,1.22,1.14-1.30,5e-08,
22,rs56380902,Asthma and cardiovascular disease,rs10445308,chr17:39781794,"C=0.517, T=0.483",0.8095926294674815,0.9456374444028764,NR,,,8e-35,
23,rs56380902,Asthma,rs10445308,chr17:39781794,"C=0.517, T=0.483",0.8095926294674815,0.9456374444028764,0.328463137,0.09173878,0.063-0.12,2e-10,
24,rs56380902,Primary biliary cholangitis,rs12942330,chr17:39783586,"C=0.517, T=0.483",0.8095926294674815,0.9456374444028764,NR,0.318637,0.24-0.4,6e-15,
25,rs56380902,Primary biliary cholangitis,rs4795395,chr17:39806734,"A=0.482, T=0.518",0.8061849273210433,0.9455253566593772,NR,1.42,,4e-12,
26,rs56380902,Multiple sclerosis,rs9909593,chr17:39813896,"A=0.517, G=0.483",0.8095926294674815,0.9456374444028764,NR,1.0811979999999999,,9.000000000000001e-17,
27,rs56380902,Asthma and cardiovascular disease,rs9909593,chr17:39813896,"A=0.517, G=0.483",0.8095926294674815,0.9456374444028764,NR,,,8e-35,
28,rs56380902,Severe COVID-19 or rheumatoid arthritis (MTAG),rs9909593,chr17:39813896,"A=0.517, G=0.483",0.8095926294674815,0.9456374444028764,NR,,,3e-18,
29,rs56380902,COVID-19 hospitalization or rheumatoid arthritis (MTAG),rs9909593,chr17:39813896,"A=0.517, G=0.483",0.8095926294674815,0.9456374444028764,NR,,,1e-16,
30,rs56380902,Primary biliary cholangitis,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.9222529827617072,0.9757451066275008,NR,1.44,1.28-1.63,4e-09,
31,rs56380902,Primary biliary cholangitis,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.9222529827617072,0.9757451066275008,0.51,1.38,,2e-09,
32,rs56380902,Primary biliary cholangitis,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.9222529827617072,0.9757451066275008,0.5,1.2345678999999998,,3e-11,
33,rs56380902,Asthma and cardiovascular disease,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.9222529827617072,0.9757451066275008,NR,,,1e-41,
34,rs56380902,Systemic lupus erythematosus and Systemic sclerosis,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.9222529827617072,0.9757451066275008,NR,1.1909999999999998,,7.000000000000001e-06,
35,rs56380902,Primary biliary cholangitis,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.9222529827617072,0.9757451066275008,0.308489304812834,1.4342518999999998,1.286-1.599,8.000000000000001e-11,
36,rs56380902,Lymphocyte count,rs9303277,chr17:39820216,"C=0.484, T=0.516",0.9222529827617072,0.9757451066275008,NR,0.03377,0.022-0.046,2e-08,
37,rs56380902,Lymphocyte count,rs12944882,chr17:39827239,"C=0.544, T=0.456",0.8514477841219739,0.9914218350962912,0.268117,0.031232799999999998,0.021-0.041,5e-10,
38,rs56380902,Asthma and cardiovascular disease,rs3816470,chr17:39829548,"A=0.457, G=0.543",0.8475330185821124,0.9871607249212968,NR,,,2.9999999999999996e-39,
39,rs56380902,Lymphocyte count,rs3816470,chr17:39829548,"A=0.457, G=0.543",0.8475330185821124,0.9871607249212968,0.722144,0.033246,0.023-0.044,8e-10,
40,rs56380902,Selective IgA deficiency,rs8071789,chr17:39850080,"C=0.482, T=0.518",0.9377295083834468,0.9878225432243226,NR,1.2345678999999998,,7e-07,
41,rs56380902,Asthma and cardiovascular disease,rs11557466,chr17:39868373,"C=0.528, T=0.472",0.8010792470760454,0.9614928229665072,NR,,,1.9999999999999998e-32,
42,rs56380902,Asthma and cardiovascular disease,rs11078925,chr17:39868955,"C=0.472, T=0.528",0.8010792470760454,0.9614928229665072,NR,,,2e-34,
43,rs56380902,Asthma,rs11655198,chr17:39869916,"C=0.492, T=0.508",0.929692549677976,0.9642056573563424,NR,1.1806375,1.16-1.2,9.999999999999998e-64,
44,rs56380902,Asthma and cardiovascular disease,rs11557467,chr17:39872381,"G=0.492, T=0.508",0.929692549677976,0.9642056573563424,NR,,,4e-30,
45,rs56380902,Atrial fibrillation,rs11658278,chr17:39874911,"C=0.508, T=0.492",0.9220387879095155,0.9602285081737136,0.479,1.05,1.03-1.06,3e-11,
46,rs56380902,Atrial fibrillation,rs11658278,chr17:39874911,"C=0.508, T=0.492",0.9220387879095155,0.9602285081737136,0.52,1.03,1.02-1.05,3e-06,
47,rs56380902,Asthma and cardiovascular disease,rs10852936,chr17:39875461,"C=0.528, T=0.472",0.8010792470760454,0.9614928229665072,NR,,,9.000000000000002e-27,
48,rs56380902,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)",rs35736272,chr17:39876427,"C=0.472, T=0.528",0.8010792470760454,0.9614928229665072,NR,,,6e-30,
49,rs56380902,Rheumatoid arthritis,rs1054609,chr17:39877024,"A=0.528, C=0.472",0.8010792470760454,0.9614928229665072,0.46,1.0844102,,6e-07,
50,rs56380902,Systemic sclerosis,rs1054609,chr17:39877024,"A=0.528, C=0.472",0.8010792470760454,0.9614928229665072,0.463,1.141461,,9e-06,
51,rs56380902,Autoimmune traits (pleiotropy),rs1054609,chr17:39877024,"A=0.528, C=0.472",0.8010792470760454,0.9614928229665072,,,,4e-08,
52,rs56380902,Asthma and cardiovascular disease,rs1054609,chr17:39877024,"A=0.528, C=0.472",0.8010792470760454,0.9614928229665072,NR,,,2e-34,
53,rs56380902,Asthma and cardiovascular disease,rs9907088,chr17:39878863,"A=0.472, G=0.528",0.8010792470760454,0.9614928229665072,NR,,,1e-34,
54,rs56380902,Mouth ulcers,rs12232497,chr17:39883866,"C=0.472, T=0.528",0.8010792470760454,0.9614928229665072,0.48220300000000005,1.036206,1.03-1.04,4e-17,
55,rs56380902,Pediatric autoimmune diseases,rs12232497,chr17:39883866,"C=0.472, T=0.528",0.8010792470760454,0.9614928229665072,0.45,,,3e-07,
56,rs56380902,Asthma and cardiovascular disease,rs12232497,chr17:39883866,"C=0.472, T=0.528",0.8010792470760454,0.9614928229665072,NR,,,1e-34,
57,rs56380902,Crohn's disease,rs2872507,chr17:39884510,"A=0.472, G=0.528",0.8010792470760454,0.9614928229665072,0.47,1.12,,5e-09,
58,rs56380902,Crohn's disease,rs2872507,chr17:39884510,"A=0.472, G=0.528",0.8010792470760454,0.9614928229665072,0.458,1.14,1.09-1.19,2e-09,
59,rs56380902,Ulcerative colitis,rs2872507,chr17:39884510,"A=0.472, G=0.528",0.8010792470760454,0.9614928229665072,0.46,1.15,1.10-1.19,5e-11,
60,rs56380902,Type 1 diabetes,rs2872507,chr17:39884510,"A=0.472, G=0.528",0.8010792470760454,0.9614928229665072,NR,1.1,,2e-06,
61,rs56380902,Rheumatoid arthritis,rs2872507,chr17:39884510,"A=0.472, G=0.528",0.8010792470760454,0.9614928229665072,0.47,1.1,,9.000000000000001e-07,
62,rs56380902,Asthma and cardiovascular disease,rs2872507,chr17:39884510,"A=0.472, G=0.528",0.8010792470760454,0.9614928229665072,NR,,,1e-34,
63,rs56380902,Rheumatoid arthritis (ACPA-positive),rs2872507,chr17:39884510,"A=0.472, G=0.528",0.8010792470760454,0.9614928229665072,0.47,,,3e-09,
64,rs56380902,Asthma (childhood onset),rs9901146,chr17:39887090,"A=0.508, G=0.492",0.929692549677976,0.9642056573563424,0.51,1.18,,7.999999999999999e-99,
65,rs56380902,Asthma (age of onset),rs9901146,chr17:39887090,"A=0.508, G=0.492",0.929692549677976,0.9642056573563424,0.51,,,4e-57,
66,rs56380902,Asthma (time to onset),rs9901146,chr17:39887090,"A=0.508, G=0.492",0.929692549677976,0.9642056573563424,0.51,1.18,1.13-1.22,2e-16,
67,rs56380902,Eosinophil counts,rs9901146,chr17:39887090,"A=0.508, G=0.492",0.929692549677976,0.9642056573563424,0.618121,0.080604,0.054-0.107,3e-09,
68,rs56380902,Asthma and cardiovascular disease,rs9901146,chr17:39887090,"A=0.508, G=0.492",0.929692549677976,0.9642056573563424,NR,,,2e-41,
69,rs56380902,Rheumatoid arthritis (ACPA-positive),rs12936409,chr17:39887396,"C=0.528, T=0.472",0.8010792470760454,0.9614928229665072,0.47,1.11,1.07-1.14,1e-10,
70,rs56380902,Rheumatoid arthritis,rs12936409,chr17:39887396,"C=0.528, T=0.472",0.8010792470760454,0.9614928229665072,NR,1.1029,,4e-07,
71,rs56380902,Rheumatoid arthritis (ACPA-positive),rs12936409,chr17:39887396,"C=0.528, T=0.472",0.8010792470760454,0.9614928229665072,NR,1.1158,,7e-07,
72,rs56380902,Highest math class taken (MTAG),rs9906951,chr17:39891991,"C=0.508, T=0.492",0.929692549677976,0.9642056573563424,0.5097,0.0106,0.0075-0.0137,2e-10,
73,rs56380902,Asthma and cardiovascular disease,rs12950743,chr17:39892980,"C=0.508, T=0.492",0.929692549677976,0.9642056573563424,NR,,,2e-41,
74,rs56380902,Hay fever and/or eczema,rs7359623,chr17:39893336,"C=0.494, T=0.506",0.9220582019903774,0.9640650116092159,0.4857,1.05,1.038-1.062,2e-16,
75,rs56380902,Asthma and cardiovascular disease,rs7359623,chr17:39893336,"C=0.494, T=0.506",0.9220582019903774,0.9640650116092159,NR,,,3e-38,
76,rs56380902,Atrial fibrillation (MTAG),rs7359623,chr17:39893336,"C=0.494, T=0.506",0.9220582019903774,0.9640650116092159,NR,0.009000000000000001,0.007-0.011,2e-10,
77,rs56380902,JT interval,rs7359623,chr17:39893336,"C=0.494, T=0.506",0.9220582019903774,0.9640650116092159,0.5062,0.0223,0.016-0.028,1e-12,
78,rs56380902,Atrial fibrillation,rs7359623,chr17:39893336,"C=0.494, T=0.506",0.9220582019903774,0.9640650116092159,0.4915,0.0451,0.034-0.057,1e-14,
79,rs56380902,Cervical cancer,rs8067378,chr17:39895095,"A=0.485, G=0.515",0.9569058680027208,0.9919316030926182,0.28,1.22,,3e-06,
80,rs56380902,Asthma and cardiovascular disease,rs8067378,chr17:39895095,"A=0.485, G=0.515",0.9569058680027208,0.9919316030926182,NR,,,3e-41,
81,rs56380902,Cervical cancer,rs8067378,chr17:39895095,"A=0.485, G=0.515",0.9569058680027208,0.9919316030926182,0.22,1.19,1.13-1.26,9e-10,
82,rs56380902,Primary biliary cirrhosis,rs8067378,chr17:39895095,"A=0.485, G=0.515",0.9569058680027208,0.9919316030926182,0.52,1.26,1.19-1.34,6e-14,
83,rs56380902,Type 1 diabetes,rs12453507,chr17:39896954,"C=0.502, G=0.498",0.930081935872476,0.9837738664085971,0.51,1.1111111999999999,,1e-08,
84,rs56380902,IgM levels,rs11651596,chr17:39899863,"C=0.467, T=0.533",0.8202806926153324,0.9827036320653342,0.4839,0.09,,2e-14,
85,rs56380902,Asthma (childhood onset),rs11651596,chr17:39899863,"C=0.467, T=0.533",0.8202806926153324,0.9827036320653342,NR,,,1.9999999999999994e-124,
86,rs56380902,COVID-19 infection or rheumatoid arthritis (MTAG),rs11651596,chr17:39899863,"C=0.467, T=0.533",0.8202806926153324,0.9827036320653342,NR,,,9e-10,
87,rs56380902,Asthma and cardiovascular disease,rs8069176,chr17:39900944,"A=0.468, G=0.532",0.8164073377095679,0.9784254433935964,NR,,,4e-37,
88,rs56380902,Fractional exhaled nitric oxide (childhood),rs8069176,chr17:39900944,"A=0.468, G=0.532",0.8164073377095679,0.9784254433935964,0.45,0.066,0.039-0.093,5e-06,
89,rs56380902,Fractional exhaled nitric oxide (childhood),rs8069176,chr17:39900944,"A=0.468, G=0.532",0.8164073377095679,0.9784254433935964,0.43,0.066,0.042-0.09,2e-08,
90,rs56380902,Asthma (childhood onset),rs8069176,chr17:39900944,"A=0.468, G=0.532",0.8164073377095679,0.9784254433935964,NR,1.25,1.2-1.3,4e-26,
91,rs56380902,Nonatopic asthma,rs8069176,chr17:39900944,"A=0.468, G=0.532",0.8164073377095679,0.9784254433935964,NR,,,2.9999999999999997e-29,
92,rs56380902,Asthma (childhood onset),rs4795399,chr17:39905186,"C=0.466, T=0.534",0.8241707893931313,0.9870000646120051,0.529,1.406,1.365-1.448,9.999999999999997e-112,
93,rs56380902,Asthma (age of onset),rs4795399,chr17:39905186,"C=0.466, T=0.534",0.8241707893931313,0.9870000646120051,0.529,2.286,2.02-2.55,6.999999999999998e-65,
94,rs56380902,Asthma (childhood onset),rs4795399,chr17:39905186,"C=0.466, T=0.534",0.8241707893931313,0.9870000646120051,NR,1.2890000000000001,1.28-1.3,9.999999999999996e-258,
95,rs56380902,Asthma,rs4795399,chr17:39905186,"C=0.466, T=0.534",0.8241707893931313,0.9870000646120051,NR,1.101,1.09-1.11,1e-45,
96,rs56380902,Asthma onset (childhood vs adult),rs4795399,chr17:39905186,"C=0.466, T=0.534",0.8241707893931313,0.9870000646120051,0.528,1.2570000000000001,1.24-1.28,4.999999999999999e-64,
97,rs56380902,Age of onset of childhood onset asthma,rs4795399,chr17:39905186,"C=0.466, T=0.534",0.8241707893931313,0.9870000646120051,NR,0.2719,0.25-0.29,3.999999999999999e-146,
98,rs56380902,Ulcerative colitis,rs2305480,chr17:39905943,"A=0.466, G=0.534",0.8241707893931313,0.9870000646120051,NR,1.25,,3e-08,
99,rs56380902,Asthma (childhood onset),rs2305480,chr17:39905943,"A=0.466, G=0.534",0.8241707893931313,0.9870000646120051,0.6,1.32,1.23-1.39,6e-23,
100,rs56380902,Asthma,rs2305480,chr17:39905943,"A=0.466, G=0.534",0.8241707893931313,0.9870000646120051,0.55,1.18,1.11-1.23,1e-07,
101,rs56380902,Asthma and cardiovascular disease,rs2305480,chr17:39905943,"A=0.466, G=0.534",0.8241707893931313,0.9870000646120051,NR,,,5e-37,
102,rs56380902,Rheumatoid arthritis,rs2305480,chr17:39905943,"A=0.466, G=0.534",0.8241707893931313,0.9870000646120051,NR,,,4e-09,
103,rs56380902,Asthma,rs2305479,chr17:39905964,"C=0.498, T=0.502",0.9529881018381788,0.987926792679268,0.489,,,2e-48,
104,rs56380902,Asthma and cardiovascular disease,rs2305479,chr17:39905964,"C=0.498, T=0.502",0.9529881018381788,0.987926792679268,NR,,,7e-44,
105,rs56380902,Asthma,rs2305479,chr17:39905964,"C=0.498, T=0.502",0.9529881018381788,0.987926792679268,0.51,0.23,0.19-0.27,2.9999999999999996e-24,
106,rs56380902,Asthma,rs2305479,chr17:39905964,"C=0.498, T=0.502",0.9529881018381788,0.987926792679268,0.503575,1.1115996000000001,1.09857261213927-1.12478100946316,2.9999999999999994e-69,
107,rs56380902,Asthma,rs2305479,chr17:39905964,"C=0.498, T=0.502",0.9529881018381788,0.987926792679268,0.5,,,7.999999999999999e-112,
108,rs56380902,"Medication use (adrenergics, inhalants)",rs2305479,chr17:39905964,"C=0.498, T=0.502",0.9529881018381788,0.987926792679268,NR,0.0788,0.063-0.095,2.0000000000000002e-21,
109,rs56380902,Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive),rs56750287,chr17:39906691,"-=0.535, C=0.465",0.8208386414782504,0.986972286972287,NR,1.0840456,1.05946961678827-1.10919172967994,5.0000000000000005e-12,
110,rs56380902,Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive),rs56750287,chr17:39906691,"-=0.535, C=0.465",0.8208386414782504,0.986972286972287,0.4662,1.0839372999999999,1.05521917420373-1.11343686508492,4e-09,
111,rs56380902,Rheumatoid arthritis,rs56750287,chr17:39906691,"-=0.535, C=0.465",0.8208386414782504,0.986972286972287,NR,1.0764837999999999,1.05497004267826-1.09843630664037,6.999999999999999e-13,
112,rs56380902,Rheumatoid arthritis,rs56750287,chr17:39906691,"-=0.535, C=0.465",0.8208386414782504,0.986972286972287,0.4662,1.0783154,1.05201192919983-1.10527651800773,2e-09,
113,rs56380902,Asthma and cardiovascular disease,rs11078926,chr17:39906723,"A=0.465, G=0.535",0.8208386414782504,0.986972286972287,NR,,,2.0000000000000002e-29,
114,rs56380902,Systemic sclerosis,rs883770,chr17:39907128,"C=0.498, T=0.502",0.9529881018381788,0.987926792679268,0.5,1.13,,5e-09,
115,rs56380902,Asthma (childhood onset),rs62067034,chr17:39907485,"C=0.498, T=0.502",0.9529881018381788,0.987926792679268,NR,0.171,0.098-0.244,3e-06,
116,rs56380902,Asthma (childhood onset),rs62067034,chr17:39907485,"C=0.498, T=0.502",0.9529881018381788,0.987926792679268,NR,,,5e-06,
117,rs56380902,Asthma and cardiovascular disease,rs11078927,chr17:39908152,"C=0.535, T=0.465",0.8208386414782504,0.986972286972287,NR,,,5.999999999999999e-37,
118,rs56380902,Asthma,rs11078927,chr17:39908152,"C=0.535, T=0.465",0.8208386414782504,0.986972286972287,NR,,,2e-16,
119,rs56380902,Asthma,rs11078927,chr17:39908152,"C=0.535, T=0.465",0.8208386414782504,0.986972286972287,0.57,1.52,,1e-12,
120,rs56380902,Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive),rs11078928,chr17:39908216,"C=0.465, T=0.535",0.8208386414782504,0.986972286972287,0.457,1.07,,1e-07,
121,rs56380902,Type 1 diabetes,rs2290400,chr17:39909987,"C=0.509, T=0.491",0.9960306186868688,1.0,0.50,1.15,1.08-1.22,6e-13,
122,rs56380902,Asthma and cardiovascular disease,rs2290400,chr17:39909987,"C=0.509, T=0.491",0.9960306186868688,1.0,NR,,,7e-44,
123,rs56380902,Bronchial hyperresponsiveness in asthma,rs2290400,chr17:39909987,"C=0.509, T=0.491",0.9960306186868688,1.0,NR,1.34,,2.9999999999999997e-20,
124,rs56380902,Acute lymphoblastic leukemia (childhood),rs2290400,chr17:39909987,"C=0.509, T=0.491",0.9960306186868688,1.0,NR,1.17,1.11-1.23,1e-09,
125,rs56380902,Asthma,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.9725481635103422,1.0,0.488661,1.1076171000000001,1.1-1.12,2e-62,
126,rs56380902,Dermatomyositis or juvenile dermatomyositis,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.9725481635103422,1.0,NR,1.2,1.11–1.30,9e-06,
127,rs56380902,Asthma,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.9725481635103422,1.0,0.48901,1.1136973999999997,1.1-1.12,1e-65,
128,rs56380902,Asthma and cardiovascular disease,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.9725481635103422,1.0,NR,,,5e-43,
129,rs56380902,Atrial fibrillation/atrial flutter,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.9725481635103422,1.0,NR,0.0544,0.036-0.073,9e-09,
130,rs56380902,Asthma,rs1008723,chr17:39910014,"G=0.499, T=0.501",0.9725481635103422,1.0,NR,0.19837083,,2e-09,
131,rs56380902,Type 1 diabetes,rs56380902,chr17:39910119,"C=0.508, T=0.492",1.0,1.0,0.44,1.35,1.22–1.50,1e-08,
132,rs56380902,Atopic asthma,rs56380902,chr17:39910119,"C=0.508, T=0.492",1.0,1.0,NR,,,5.999999999999999e-39,
133,rs56380902,Allergy,rs4795400,chr17:39910767,"C=0.533, T=0.467",0.8347818155290412,0.9913518160326672,NR,1.0626993,1.05-1.08,3e-15,
134,rs56380902,Asthma and cardiovascular disease,rs4795400,chr17:39910767,"C=0.533, T=0.467",0.8347818155290412,0.9913518160326672,NR,,,2e-36,
135,rs56380902,"Allergic disease (asthma, hay fever and/or eczema) (multivariate analysis)",rs4795400,chr17:39910767,"C=0.533, T=0.467",0.8347818155290412,0.9913518160326672,0.541,0.051,0.043-0.059,7.0000000000000006e-34,
136,rs56380902,"Allergic disease (asthma, hay fever and/or eczema) (age of onset)",rs4795400,chr17:39910767,"C=0.533, T=0.467",0.8347818155290412,0.9913518160326672,0.541,0.05,0.042-0.058,5.9999999999999997e-33,
137,rs56380902,Asthma,rs4795401,chr17:39911280,"A=0.499, G=0.501",0.9725481635103422,1.0,0.510614794713003,0.1025535,0.09-0.115,1e-55,
138,rs56380902,JT interval,rs4795401,chr17:39911280,"A=0.499, G=0.501",0.9725481635103422,1.0,0.5156,0.0215,0.016-0.027,3e-13,
139,rs56380902,Asthma and cardiovascular disease,rs869402,chr17:39911790,"C=0.484, T=0.516",0.9146270805121892,0.9717026243987512,NR,,,7e-42,
140,rs56380902,Asthma,rs869402,chr17:39911790,"C=0.484, T=0.516",0.9146270805121892,0.9717026243987512,NR,0.111541,0.086-0.137,7.000000000000001e-18,
141,rs56380902,Asthma or allergic disease (pleiotropy),rs869402,chr17:39911790,"C=0.484, T=0.516",0.9146270805121892,0.9717026243987512,NR,1.12,,4e-17,
